ad_id,name,address,website,phone1
485675,Toyota - Bundaberg,"152 Elizabeth Street, Bundaberg QLD 4670",https://toyota-bundaberg.example.com,447752592
485696,Toyota - Maitland,"507 Boundary Street, Maitland NSW 2320",https://toyota-maitland.example.com,415439287
515018,Hyundai - Burnie,"732 Park Road, Burnie TAS 7320",https://hyundai-burnie.example.com,406295032
531808,Volvo - Bunbury,"210 Motorway Avenue, Bunbury WA 6230",https://volvo-bunbury.example.com,407637340
560029,Isuzu - Gladstone,"460 Market Street, Gladstone QLD 4680",https://isuzu-gladstone.example.com,499380600
587030,Hyundai - Hervey Bay,"671 Motorway Avenue, Hervey Bay QLD 4655",https://hyundai-hervey-bay.example.com,459897421
694755,Honda - Alice Springs,"529 Pacific Highway, Alice Springs NT 0870",https://honda-alice-springs.example.com,496728649
698859,Daewoo - Mount Gambier,"438 Albert Street, Mount Gambier SA 5290",https://daewoo-mount-gambier.example.com,424093608
747206,Toyota - Kalgoorlie,"550 Station Road, Kalgoorlie WA 6430",https://toyota-kalgoorlie.example.com,494301640
960975,Volvo - Devonport,"118 Commercial Drive, Devonport TAS 7310",https://volvo-devonport.example.com,429107708
1116138,Mercedes Benz - Mandurah,"404 Albert Street, Mandurah WA 6210",https://mercedes-benz-mandurah.example.com,449333494
1126086,Toyota - Tamworth,"659 George Street, Tamworth NSW 2340",https://toyota-tamworth.example.com,438983089
1168135,Toyota - Orange,"384 Queen Street, Orange NSW 2800",https://toyota-orange.example.com,457994894
1185796,Suzuki - Dubbo,"283 High Street, Dubbo NSW 2830",https://suzuki-dubbo.example.com,402865093
1210562,Daewoo - Sydney,"620 Harbour Road, Sydney NSW 2000",https://daewoo-sydney.example.com,440646510
1247739,Volvo - Melbourne,"341 Market Street, Melbourne VIC 3000",https://volvo-melbourne.example.com,418120161
1280936,Hino - Brisbane,"673 Market Street, Brisbane QLD 4000",https://hino-brisbane.example.com,462260643
1342584,Mercedes Benz - Perth,"145 Railway Parade, Perth WA 6000",https://mercedes-benz-perth.example.com,467971655
1342730,Mercedes Benz - Adelaide,"628 Station Road, Adelaide SA 5000",https://mercedes-benz-adelaide.example.com,494921208
1343488,Mercedes Benz - Canberra,"210 Central Road, Canberra ACT 2600",https://mercedes-benz-canberra.example.com,489138100
1343600,Mercedes Benz - Darwin,"843 Boundary Street, Darwin NT 0800",https://mercedes-benz-darwin.example.com,487479793
1343791,Mercedes Benz - Hobart,"32 Victoria Road, Hobart TAS 7000",https://mercedes-benz-hobart.example.com,445802772
1347208,Mercedes Benz - Gold Coast,"345 Commercial Drive, Gold Coast QLD 4217",https://mercedes-benz-gold-coast.example.com,424487885
1393396,Mazda - Newcastle,"770 Park Road, Newcastle NSW 2300",https://mazda-newcastle.example.com,487475070
1393417,Mazda - Wollongong,"257 Industry Drive, Wollongong NSW 2500",https://mazda-wollongong.example.com,450876697
1394005,Mazda - Geelong,"93 Victoria Road, Geelong VIC 3220",https://mazda-geelong.example.com,487202273
1429536,Hyundai - Townsville,"471 Victoria Road, Townsville QLD 4810",https://hyundai-townsville.example.com,492662891
1429547,Hyundai - Cairns,"255 Motorway Avenue, Cairns QLD 4870",https://hyundai-cairns.example.com,426017755
1429562,Hyundai - Toowoomba,"723 Industry Drive, Toowoomba QLD 4350",https://hyundai-toowoomba.example.com,454496573
1429579,Hyundai - Ballarat,"27 Central Road, Ballarat VIC 3350",https://hyundai-ballarat.example.com,438678177
1429653,Hyundai - Bendigo,"318 High Street, Bendigo VIC 3550",https://hyundai-bendigo.example.com,499045178
1464997,Hyundai - Albury,"95 Railway Parade, Albury NSW 2640",https://hyundai-albury.example.com,472051175
1465025,Hyundai - Launceston,,https://hyundai-launceston.example.com,448865285
1465065,Hyundai - Mackay,"738 Elizabeth Street, Mackay QLD 4740",https://hyundai-mackay.example.com,410772848
1465078,Hyundai - Rockhampton,"465 High Street, Rockhampton QLD 4700",https://hyundai-rockhampton.example.com,445265285
1465099,Hyundai - Bundaberg,"627 Pacific Highway, Bundaberg QLD 4670",https://hyundai-bundaberg.example.com,410428737
1465123,Hyundai - Maitland,"107 Harbour Road, Maitland NSW 2320",https://hyundai-maitland.example.com,440106057
1467840,Hyundai - Burnie,"732 Park Road, Burnie TAS 7320",https://hyundai-burnie.example.com,406295032
1508142,Suzuki - Bunbury,"353 Market Street, Bunbury WA 6230",https://suzuki-bunbury.example.com,499020443
1519607,Hyundai - Gladstone,"178 Central Road, Gladstone QLD 4680",https://hyundai-gladstone.example.com,486238628
1570629,Suzuki - Hervey Bay,"831 King Street, Hervey Bay QLD 4655",https://suzuki-hervey-bay.example.com,493244651
1570743,Suzuki - Alice Springs,"257 Albert Street, Alice Springs NT 0870",https://suzuki-alice-springs.example.com,441853167
1570896,Suzuki - Mount Gambier,"55 Queen Street, Mount Gambier SA 5290",https://suzuki-mount-gambier.example.com,481934465
1580673,Hyundai - Kalgoorlie,"822 George Street, Kalgoorlie WA 6430",https://hyundai-kalgoorlie.example.com,448863552
1599616,Toyota - Devonport,"178 Motorway Avenue, Devonport TAS 7310",https://toyota-devonport.example.com,443037708
1625985,Toyota - Mandurah,"276 Elizabeth Street, Mandurah WA 6210",https://toyota-mandurah.example.com,406512736
1660868,Honda - Tamworth,"565 Industry Drive, Tamworth NSW 2340",https://honda-tamworth.example.com,448176375
1668465,Hyundai - Orange,"291 George Street, Orange NSW 2800",https://hyundai-orange.example.com,483383161
1733151,Toyota - Dubbo,"451 Boundary Street, Dubbo NSW 2830",https://toyota-dubbo.example.com,451939981
1736820,Toyota - Sydney,"745 Industry Drive, Sydney NSW 2000",https://toyota-sydney.example.com,440076965
1784799,Suzuki - Melbourne,,https://suzuki-melbourne.example.com,466266192
1799555,Suzuki - Brisbane,"819 Queen Street, Brisbane QLD 4000",https://suzuki-brisbane.example.com,414474529
1799592,Suzuki - Perth,"107 Industry Drive, Perth WA 6000",https://suzuki-perth.example.com,401576857
1807887,Mitsubishi - Adelaide,"821 Bridge Street, Adelaide SA 5000",https://mitsubishi-adelaide.example.com,477550901
1875988,Hyundai - Canberra,"616 Harbour Road, Canberra ACT 2600",https://hyundai-canberra.example.com,499246046
1876186,Hyundai - Darwin,"540 Main Road, Darwin NT 0800",hyundai-darwin.example.com,416009990
1876223,Hyundai - Hobart,"600 Boundary Street, Hobart TAS 7000",https://hyundai-hobart.example.com,403439540
1876299,Hyundai - Gold Coast,"650 Pacific Highway, Gold Coast QLD 4217",https://hyundai-gold-coast.example.com,404108170
1888442,Hyundai - Newcastle,"191 Boundary Street, Newcastle NSW 2300",https://hyundai-newcastle.example.com,423659241
1939983,Hyundai - Wollongong,"864 Boundary Street, Wollongong NSW 2500",https://hyundai-wollongong.example.com,403659654
1977257,Mercedes Benz - Geelong,"472 Queen Street, Geelong VIC 3220",https://mercedes-benz-geelong.example.com,445034752
2001944,Suzuki - Townsville,"886 Queen Street, Townsville QLD 4810",https://suzuki-townsville.example.com,458214516
2048368,Suzuki - Cairns,"338 Railway Parade, Cairns QLD 4870",https://suzuki-cairns.example.com,412111328
2050181,Mazda - Toowoomba,"863 Elizabeth Street, Toowoomba QLD 4350",https://mazda-toowoomba.example.com,438312423
2052733,Toyota - Ballarat,"874 Market Street, Ballarat VIC 3350",https://toyota-ballarat.example.com,494780334
2052839,Ford - Bendigo,"45 High Street, Bendigo VIC 3550",https://ford-bendigo.example.com,434625725
2055450,Ford - Albury,"495 Pacific Highway, Albury NSW 2640",https://ford-albury.example.com,455388155
2056515,Toyota - Launceston,"757 Boundary Street, Launceston TAS 7250",https://toyota-launceston.example.com,415699557
2062513,Toyota - Mackay,"509 Main Road, Mackay QLD 4740",https://toyota-mackay.example.com,460969219
2094956,Mercedes Benz - Rockhampton,"334 Albert Street, Rockhampton QLD 4700",https://mercedes-benz-rockhampton.example.com,406353284
2112854,Mercedes Benz - Bundaberg,"644 Main Road, Bundaberg QLD 4670",https://mercedes-benz-bundaberg.example.com,416749944
2142752,Toyota - Maitland,"507 Boundary Street, Maitland NSW 2320",https://toyota-maitland.example.com,415439287
2165805,Mazda - Burnie,"363 Motorway Avenue, Burnie TAS 7320",https://mazda-burnie.example.com,433317983
2255425,Mercedes Benz - Bunbury,"242 Railway Parade, Bunbury WA 6230",https://mercedes-benz-bunbury.example.com,404411562
2255426,Mercedes Benz - Gladstone,"415 Motorway Avenue, Gladstone QLD 4680",https://mercedes-benz-gladstone.example.com,452057505
2261455,Audi - Hervey Bay,"389 Main Road, Hervey Bay QLD 4655",https://audi-hervey-bay.example.com,438189249
2267738,Mercedes Benz - Alice Springs,"46 Station Road, Alice Springs NT 0870",mercedes-benz-alice-springs.example.com,400701146
2274966,Toyota - Mount Gambier,"541 Market Street, Mount Gambier SA 5290",https://toyota-mount-gambier.example.com,418280331
2301154,Ford - Kalgoorlie,"122 Main Road, Kalgoorlie WA 6430",https://ford-kalgoorlie.example.com,426569332
2301669,Ford - Devonport,"701 Railway Parade, Devonport TAS 7310",https://ford-devonport.example.com,493131151
2301707,Ford - Mandurah,"448 High Street, Mandurah WA 6210",https://ford-mandurah.example.com,453685278
2302095,Subaru - Tamworth,"824 King Street, Tamworth NSW 2340",https://subaru-tamworth.example.com,433144964
2314021,Ford - Orange,"762 Elizabeth Street, Orange NSW 2800",https://ford-orange.example.com,494992022
2324881,Toyota - Dubbo,"451 Boundary Street, Dubbo NSW 2830",https://toyota-dubbo.example.com,451939981
2324982,Toyota - Sydney,"745 Industry Drive, Sydney NSW 2000",https://toyota-sydney.example.com,440076965
2373043,Mazda - Melbourne,,https://mazda-melbourne.example.com,479975025
2417656,Honda - Brisbane,"633 Station Road, Brisbane QLD 4000",https://honda-brisbane.example.com,459921083
2439373,Ford - Perth,"106 Pacific Highway, Perth WA 6000",https://ford-perth.example.com,457608606
2446532,Ford - Adelaide,"647 Commercial Drive, Adelaide SA 5000",https://ford-adelaide.example.com,489027397
2446553,Ford - Canberra,"691 Commercial Drive, Canberra ACT 2600",https://ford-canberra.example.com,495907531
2450325,Hyundai - Darwin,"540 Main Road, Darwin NT 0800",hyundai-darwin.example.com,416009990
2450364,Hyundai - Hobart,"600 Boundary Street, Hobart TAS 7000",https://hyundai-hobart.example.com,403439540
2450413,Hyundai - Gold Coast,"650 Pacific Highway, Gold Coast QLD 4217",https://hyundai-gold-coast.example.com,404108170
2453826,Hyundai - Newcastle,"191 Boundary Street, Newcastle NSW 2300",https://hyundai-newcastle.example.com,423659241
2457664,Hyundai - Wollongong,"864 Boundary Street, Wollongong NSW 2500",https://hyundai-wollongong.example.com,403659654
2457673,Hyundai - Geelong,"834 Albert Street, Geelong VIC 3220",hyundai-geelong.example.com,481633234
2457693,Hyundai - Townsville,"471 Victoria Road, Townsville QLD 4810",https://hyundai-townsville.example.com,492662891
2457804,Hyundai - Cairns,"255 Motorway Avenue, Cairns QLD 4870",https://hyundai-cairns.example.com,426017755
2486139,Suzuki - Toowoomba,"234 Harbour Road, Toowoomba QLD 4350",https://suzuki-toowoomba.example.com,473586164
2519967,Mercedes Benz - Ballarat,"541 Victoria Road, Ballarat VIC 3350",https://mercedes-benz-ballarat.example.com,487602501
2520372,Mercedes Benz - Bendigo,"615 Park Road, Bendigo VIC 3550",https://mercedes-benz-bendigo.example.com,450475245
2520901,Hyundai - Albury,"95 Railway Parade, Albury NSW 2640",https://hyundai-albury.example.com,472051175
2538257,Suzuki - Launceston,"378 Station Road, Launceston TAS 7250",https://suzuki-launceston.example.com,482741428
2544507,Hyundai - Mackay,"738 Elizabeth Street, Mackay QLD 4740",https://hyundai-mackay.example.com,410772848
2545177,Hyundai - Rockhampton,"465 High Street, Rockhampton QLD 4700",https://hyundai-rockhampton.example.com,445265285
2545232,Hyundai - Bundaberg,"627 Pacific Highway, Bundaberg QLD 4670",https://hyundai-bundaberg.example.com,410428737
2545268,Hyundai - Maitland,"107 Harbour Road, Maitland NSW 2320",https://hyundai-maitland.example.com,440106057
2545274,Hyundai - Burnie,"732 Park Road, Burnie TAS 7320",https://hyundai-burnie.example.com,406295032
2545864,Hyundai - Bunbury,"386 Albert Street, Bunbury WA 6230",https://hyundai-bunbury.example.com,
2545890,Hyundai - Gladstone,"178 Central Road, Gladstone QLD 4680",https://hyundai-gladstone.example.com,486238628
2551314,Hyundai - Hervey Bay,"671 Motorway Avenue, Hervey Bay QLD 4655",https://hyundai-hervey-bay.example.com,459897421
2559761,Kia - Alice Springs,"372 Bridge Street, Alice Springs NT 0870",https://kia-alice-springs.example.com,466730842
2572566,Volvo - Mount Gambier,"266 Park Road, Mount Gambier SA 5290",https://volvo-mount-gambier.example.com,461175266
2572605,Volvo - Kalgoorlie,"416 Harbour Road, Kalgoorlie WA 6430",https://volvo-kalgoorlie.example.com,494666486
2572676,Volvo - Devonport,"118 Commercial Drive, Devonport TAS 7310",https://volvo-devonport.example.com,429107708
2574165,Mazda - Mandurah,"463 Park Road, Mandurah WA 6210",https://mazda-mandurah.example.com,432895973
2575236,Toyota - Tamworth,"659 George Street, Tamworth NSW 2340",https://toyota-tamworth.example.com,438983089
2597782,Mazda - Orange,"483 Park Road, Orange NSW 2800",https://mazda-orange.example.com,496995083
2613860,Ford - Dubbo,"402 Motorway Avenue, Dubbo NSW 2830",https://ford-dubbo.example.com,469357392
2613878,Ford - Sydney,"818 Bridge Street, Sydney NSW 2000",https://ford-sydney.example.com,404730798
2613899,Ford - Melbourne,"282 Park Road, Melbourne VIC 3000",https://ford-melbourne.example.com,416235082
2613995,Ford - Brisbane,"733 Queen Street, Brisbane QLD 4000",https://ford-brisbane.example.com,432734323
2614014,Ford - Perth,"106 Pacific Highway, Perth WA 6000",https://ford-perth.example.com,457608606
2614057,Ford - Adelaide,"647 Commercial Drive, Adelaide SA 5000",https://ford-adelaide.example.com,489027397
2614112,Ford - Canberra,"691 Commercial Drive, Canberra ACT 2600",https://ford-canberra.example.com,495907531
2614182,Ford - Darwin,"671 Pacific Highway, Darwin NT 0800",https://ford-darwin.example.com,465648281
2676458,Mazda - Hobart,"840 Victoria Road, Hobart TAS 7000",https://mazda-hobart.example.com,410842260
2681162,Suzuki - Gold Coast,"463 Station Road, Gold Coast QLD 4217",https://suzuki-gold-coast.example.com,483001093
2720166,Ford - Newcastle,"499 Harbour Road, Newcastle NSW 2300",https://ford-newcastle.example.com,422546469
2751459,Toyota - Wollongong,"76 Park Road, Wollongong NSW 2500",https://toyota-wollongong.example.com,477475886
2769939,Mazda - Geelong,"93 Victoria Road, Geelong VIC 3220",https://mazda-geelong.example.com,487202273
2772550,Mazda - Townsville,"852 Main Road, Townsville QLD 4810",https://mazda-townsville.example.com,
2808129,Suzuki - Cairns,"338 Railway Parade, Cairns QLD 4870",https://suzuki-cairns.example.com,412111328
2813199,Suzuki - Toowoomba,"234 Harbour Road, Toowoomba QLD 4350",https://suzuki-toowoomba.example.com,473586164
2867693,Mitsubishi - Ballarat,"338 Commercial Drive, Ballarat VIC 3350",https://mitsubishi-ballarat.example.com,430607338
2906381,Mazda - Bendigo,"355 Motorway Avenue, Bendigo VIC 3550",https://mazda-bendigo.example.com,473057325
2906419,Mazda - Albury,"530 Station Road, Albury NSW 2640",https://mazda-albury.example.com,462381240
2906554,Mazda - Launceston,"152 Albert Street, Launceston TAS 7250",https://mazda-launceston.example.com,472313942
2906562,Mazda - Mackay,"445 Motorway Avenue, Mackay QLD 4740",https://mazda-mackay.example.com,457377455
2928467,Mazda - Rockhampton,"23 Bridge Street, Rockhampton QLD 4700",https://mazda-rockhampton.example.com,479250483
2930139,Mitsubishi - Bundaberg,"845 Main Road, Bundaberg QLD 4670",https://mitsubishi-bundaberg.example.com,447449655
2963299,Mazda - Maitland,"275 Bridge Street, Maitland NSW 2320",https://mazda-maitland.example.com,479310715
2971738,Ford - Burnie,"815 Station Road, Burnie TAS 7320",https://ford-burnie.example.com,443001585
2978446,Ford - Bunbury,"566 Victoria Road, Bunbury WA 6230",https://ford-bunbury.example.com,495482566
2986873,Toyota - Gladstone,"197 Elizabeth Street, Gladstone QLD 4680",https://toyota-gladstone.example.com,412772157
2990472,Mercedes Benz - Hervey Bay,"807 Harbour Road, Hervey Bay QLD 4655",https://mercedes-benz-hervey-bay.example.com,490966297
3019216,Toyota - Alice Springs,"719 Market Street, Alice Springs NT 0870",https://toyota-alice-springs.example.com,401700359
3022512,Toyota - Mount Gambier,"541 Market Street, Mount Gambier SA 5290",https://toyota-mount-gambier.example.com,418280331
3035229,Mazda - Kalgoorlie,"29 Bridge Street, Kalgoorlie WA 6430",https://mazda-kalgoorlie.example.com,492950999
3080407,Ford - Devonport,"701 Railway Parade, Devonport TAS 7310",https://ford-devonport.example.com,493131151
3080432,Ford - Mandurah,"448 High Street, Mandurah WA 6210",https://ford-mandurah.example.com,453685278
3080452,Ford - Tamworth,"230 Station Road, Tamworth NSW 2340",https://ford-tamworth.example.com,470941380
3080537,Ford - Orange,"762 Elizabeth Street, Orange NSW 2800",https://ford-orange.example.com,494992022
3082618,LandRover - Dubbo,"446 Boundary Street, Dubbo NSW 2830",https://landrover-dubbo.example.com,458519916
3082772,LandRover - Sydney,,https://landrover-sydney.example.com,488326663
3120496,Ford - Melbourne,"282 Park Road, Melbourne VIC 3000",https://ford-melbourne.example.com,416235082
3121163,Toyota - Brisbane,"706 Railway Parade, Brisbane QLD 4000",https://toyota-brisbane.example.com,499151086
3121183,Toyota - Perth,"367 George Street, Perth WA 6000",https://toyota-perth.example.com,493783547
3130018,Mitsubishi - Adelaide,"821 Bridge Street, Adelaide SA 5000",https://mitsubishi-adelaide.example.com,477550901
3136657,Mazda - Canberra,"91 Boundary Street, Canberra ACT 2600",https://mazda-canberra.example.com,424559971
3140118,Mitsubishi - Darwin,"263 George Street, Darwin NT 0800",https://mitsubishi-darwin.example.com,472703883
3141880,Mercedes Benz - Hobart,"32 Victoria Road, Hobart TAS 7000",https://mercedes-benz-hobart.example.com,445802772
3147841,Suzuki - Gold Coast,"463 Station Road, Gold Coast QLD 4217",https://suzuki-gold-coast.example.com,483001093
3155495,Toyota - Newcastle,"84 Albert Street, Newcastle NSW 2300",https://toyota-newcastle.example.com,448673854
3157424,Mazda - Wollongong,"257 Industry Drive, Wollongong NSW 2500",https://mazda-wollongong.example.com,450876697
3164466,Mazda - Geelong,"93 Victoria Road, Geelong VIC 3220",https://mazda-geelong.example.com,487202273
3164470,Mazda - Townsville,"852 Main Road, Townsville QLD 4810",https://mazda-townsville.example.com,
3164574,Mazda - Cairns,"336 Boundary Street, Cairns QLD 4870",https://mazda-cairns.example.com,475699866
3167410,Mercedes Benz - Toowoomba,"553 Railway Parade, Toowoomba QLD 4350",https://mercedes-benz-toowoomba.example.com,428391763
3175737,Ford - Ballarat,"318 Queen Street, Ballarat VIC 3350",https://ford-ballarat.example.com,431394928
3177271,Ford - Bendigo,"45 High Street, Bendigo VIC 3550",https://ford-bendigo.example.com,434625725
3177628,Ford - Albury,"495 Pacific Highway, Albury NSW 2640",https://ford-albury.example.com,455388155
3182786,Toyota - Launceston,"757 Boundary Street, Launceston TAS 7250",https://toyota-launceston.example.com,415699557
3184510,Mitsubishi - Mackay,"158 Albert Street, Mackay QLD 4740",https://mitsubishi-mackay.example.com,452413688
3184524,Mitsubishi - Rockhampton,"191 Central Road, Rockhampton QLD 4700",https://mitsubishi-rockhampton.example.com,497738201
3192117,Suzuki - Bundaberg,"550 Market Street, Bundaberg QLD 4670",https://suzuki-bundaberg.example.com,421160810
3193673,Ford - Maitland,"692 Industry Drive, Maitland NSW 2320",https://ford-maitland.example.com,471476622
3197114,Mercedes Benz - Burnie,"320 Elizabeth Street, Burnie TAS 7320",https://mercedes-benz-burnie.example.com,999999999999999
3201559,Suzuki - Bunbury,"353 Market Street, Bunbury WA 6230",https://suzuki-bunbury.example.com,499020443
3204865,LandRover - Gladstone,"535 King Street, Gladstone QLD 4680",https://landrover-gladstone.example.com,451764035
3207222,BMW - Hervey Bay,,https://bmw-hervey-bay.example.com,418865952
3208184,Toyota - Alice Springs,"719 Market Street, Alice Springs NT 0870",https://toyota-alice-springs.example.com,401700359
3208256,Mazda - Mount Gambier,"623 Commercial Drive, Mount Gambier SA 5290",https://mazda-mount-gambier.example.com,405187503
3208507,BMW - Kalgoorlie,"295 Victoria Road, Kalgoorlie WA 6430",https://bmw-kalgoorlie.example.com,492582895
3215510,Ford - Devonport,"701 Railway Parade, Devonport TAS 7310",https://ford-devonport.example.com,493131151
3251329,Mazda - Mandurah,"463 Park Road, Mandurah WA 6210",https://mazda-mandurah.example.com,432895973
3251335,Mazda - Tamworth,"249 Queen Street, Tamworth NSW 2340",https://mazda-tamworth.example.com,461134129
3268410,Mitsubishi - Orange,"727 Main Road, Orange NSW 2800",https://mitsubishi-orange.example.com,448109207
3271281,Mitsubishi - Dubbo,,https://mitsubishi-dubbo.example.com,456685970
3271310,Mitsubishi - Sydney,"422 Victoria Road, Sydney NSW 2000",https://mitsubishi-sydney.example.com,409042982
3276494,Ford - Melbourne,"282 Park Road, Melbourne VIC 3000",https://ford-melbourne.example.com,416235082
3280671,VinFast - Brisbane,"407 Main Road, Brisbane QLD 4000",https://vinfast-brisbane.example.com,425309887
3287097,Mitsubishi - Perth,,https://mitsubishi-perth.example.com,480074098
3306671,VinFast - Adelaide,"544 Motorway Avenue, Adelaide SA 5000",https://vinfast-adelaide.example.com,446757884
3306675,VinFast - Canberra,"662 Main Road, Canberra ACT 2600",https://vinfast-canberra.example.com,422709852
3307074,VinFast - Darwin,"121 Pacific Highway, Darwin NT 0800",https://vinfast-darwin.example.com,475868991
3320389,Toyota - Hobart,"282 Victoria Road, Hobart TAS 7000",https://toyota-hobart.example.com,413442462
3325652,Honda - Gold Coast,"685 George Street, Gold Coast QLD 4217",https://honda-gold-coast.example.com,496703165
3325689,Honda - Newcastle,"270 Harbour Road, Newcastle NSW 2300",https://honda-newcastle.example.com,416926000
3325692,Honda - Wollongong,"147 Queen Street, Wollongong NSW 2500",https://honda-wollongong.example.com,478574777
3325698,Honda - Geelong,"97 Central Road, Geelong VIC 3220",,462178127
3325701,Honda - Townsville,"281 Harbour Road, Townsville QLD 4810",https://honda-townsville.example.com,427426341
3325702,Honda - Cairns,"725 Queen Street, Cairns QLD 4870",https://honda-cairns.example.com,460614755
3346972,Mitsubishi - Toowoomba,"64 Harbour Road, Toowoomba QLD 4350",https://mitsubishi-toowoomba.example.com,479646794
3347016,Mitsubishi - Ballarat,"338 Commercial Drive, Ballarat VIC 3350",https://mitsubishi-ballarat.example.com,430607338
3347422,Mazda - Bendigo,"355 Motorway Avenue, Bendigo VIC 3550",https://mazda-bendigo.example.com,473057325
3353959,Mitsubishi - Albury,"631 Main Road, Albury NSW 2640",https://mitsubishi-albury.example.com,475629171
3354016,Toyota - Launceston,"757 Boundary Street, Launceston TAS 7250",https://toyota-launceston.example.com,415699557
3355108,Mitsubishi - Mackay,"158 Albert Street, Mackay QLD 4740",https://mitsubishi-mackay.example.com,452413688
3355127,Mitsubishi - Rockhampton,"191 Central Road, Rockhampton QLD 4700",https://mitsubishi-rockhampton.example.com,497738201
3355148,Mitsubishi - Bundaberg,"845 Main Road, Bundaberg QLD 4670",https://mitsubishi-bundaberg.example.com,447449655
3357176,Honda - Maitland,"514 Bridge Street, Maitland NSW 2320",https://honda-maitland.example.com,479950954
3357423,Mitsubishi - Burnie,"185 Station Road, Burnie TAS 7320",https://mitsubishi-burnie.example.com,437241155
3357466,Mitsubishi - Bunbury,"721 Harbour Road, Bunbury WA 6230",https://mitsubishi-bunbury.example.com,418366771
3357935,Kia - Gladstone,"293 Railway Parade, Gladstone QLD 4680",https://kia-gladstone.example.com,493471383
3358156,Honda - Hervey Bay,"168 Main Road, Hervey Bay QLD 4655",https://honda-hervey-bay.example.com,473909438
3358166,Honda - Alice Springs,"529 Pacific Highway, Alice Springs NT 0870",https://honda-alice-springs.example.com,496728649
3362608,Toyota - Mount Gambier,"541 Market Street, Mount Gambier SA 5290",https://toyota-mount-gambier.example.com,418280331
3363636,Toyota - Kalgoorlie,"550 Station Road, Kalgoorlie WA 6430",https://toyota-kalgoorlie.example.com,494301640
3366136,Mazda - Devonport,"605 Motorway Avenue, Devonport TAS 7310",https://mazda-devonport.example.com,444897905
3366155,Mazda - Mandurah,"463 Park Road, Mandurah WA 6210",https://mazda-mandurah.example.com,432895973
3366344,Toyota - Tamworth,"659 George Street, Tamworth NSW 2340",https://toyota-tamworth.example.com,438983089
3367311,Toyota - Orange,"384 Queen Street, Orange NSW 2800",https://toyota-orange.example.com,457994894
3367980,Toyota - Dubbo,"451 Boundary Street, Dubbo NSW 2830",https://toyota-dubbo.example.com,451939981
3367997,Toyota - Sydney,"745 Industry Drive, Sydney NSW 2000",https://toyota-sydney.example.com,440076965
3371285,Volkswagen - Melbourne,"898 Victoria Road, Melbourne VIC 3000",https://volkswagen-melbourne.example.com,478642638
3371316,Volkswagen - Brisbane,"746 King Street, Brisbane QLD 4000",https://volkswagen-brisbane.example.com,484304696
3371409,Volkswagen - Perth,"786 Park Road, Perth WA 6000",https://volkswagen-perth.example.com,467855066
3371546,Toyota - Adelaide,"85 Park Road, Adelaide SA 5000",https://toyota-adelaide.example.com,464535225
3371620,Toyota - Canberra,"181 Commercial Drive, Canberra ACT 2600",https://toyota-canberra.example.com,439347211
3371646,Toyota - Darwin,"347 Bridge Street, Darwin NT 0800",https://toyota-darwin.example.com,461370617
3372188,Volkswagen - Hobart,"301 Railway Parade, Hobart TAS 7000",https://volkswagen-hobart.example.com,451971491
